Title,Text,Character Count
The Problem of Free Functions Expectations on the Behavior,"The Problem of Free Functions: Expectations on the Behavior Apparently , free functions  are remarkably powerful and seriously important for generic programming. They play a vital role in the design of the STL and the design of the C++ Standard Library as a whole, which builds on the power of this abstraction mechanism.  However , all of this power can only work if a set of overload functions adheres to a set of rules and certain expectations. It can only work if it adheres to the LSP . For instance, let’ s imagine that you have written your own Widget type and want to provide a custom swap() operation for it: //---- <Widget.h> ----------------    struct Widget  {     int i;     int j;  };    void swap( Widget& w1, Widget& w2 )  {     using std::swap;     swap( w1.i, w2.i );  } Your Widget only needs to be a simple wrapper for int values, called i and j. You provide the corresponding swap() function as an accompanying free function. And you implement swap() by swapping only the i value, not the j value. Further imagine that your Widget type is used by some other developer , maybe a kind coworker . At some point, this coworker calls the swap() function: #include <Widget.h>  #include <cstdlib>    int main()  {     Widget w1{ 1, 11 };     Widget w2{ 2, 22 }; 13      swap( w1, w2 );       // Widget w1 contains (2,11)     // Widget w2 contains (1,22)       return EXIT_SUCCESS;  } Can you imagine the surprise of your coworker when after the swap() operation the content of w1 is not (2,22) but (2,11) instead? How unexpected is it that only part of the object is swapped? Can you imagine how frustrated your coworker must be after an hour of debugging? And what would happen if this wasn’ t a kind coworker? Clearly , the implementation of swap() doesn’ t fulfill the expectations of a swap() function. Clearly , anyone would expect that the entire observable state of the object is swapped. Clearly , there are behavioral expectations. Thus, if you buy into an overload set, you’re immediately and inevitably subject to fulfill the expected behavior of the overload set. In other words, you have to adhere to the LSP . “I see the problem, I get that. I promise to adhere to the LSP ,” you say . That’ s great, and this is an honorable intention. The problem is that it might not always be entirely clear what the expected behavior is, especially for an overload set that is scattered across a big codebase. Y ou might not know about all the expectations and all the details. Thus sometimes, even if you’re aware of this problem and pay attention, you might still not do the “right” thing. This is what several people in the community are worried about: the unrestricted ability to add potentially LSP-violating functionality into an overload set.  And as stated before, it’ s easy to do. Anyone, anywhere, can add free functions. As always, every approach and every solution has advantages, and also disadvantages. On the one hand, it is enormously beneficial to exploit the power of overload sets, but on the other hand, it is potentially very dif ficult to do the right thing. These two sides of the same coin are also expressed by Core Guideline C.162  and Core Guideline C.163 :14 Overload operations that ar e roughly equivalent. —Core Guideline C.162 Overload only for operations that ar e roughly equivalent. —Core Guideline C.163 Whereas C.162 expresses the advantages of having the same name for semantically equivalent functions, C.163 expresses the problem of having the same name for semantically  different functions. Every C++ developer should be aware of the tension between these two guidelines. Additionally , to adhere to the expected behavior , every C++ developer is well advised to be aware of existing overload sets ( std::swap(), std::begin(), std::cbegin(), std::end(), std::cend(), std::data(), std::size(), etc.) and to know about common naming conventions. For instance, the name find() should be used only for a function that performs a linear search over a range of elements. For any function that performs a binary search, the name find() would raise the wrong expectations and would not communicate the precondition that the range needs to be sorted. And then, of course, the names begin() and end() should always fulfill the expectation to return a pair of iterators that can be used to traverse a range. They should not start or end some kind of process. This task would be better performed by a start() and a stop() function. “Well, I agree with all these points,” you say . “However , I’m primarily using virtual functions, and since these cannot be implemented in terms of free functions, I can’ t really use all of this advice on overload sets, right?” It may surprise you, but this advice still applies to you. Since the ultimate goal is to reduce dependencies, and since virtual functions may cause quite a significant amount of coupling, one of the goals will be to “free” these, too. In fact, in many of the subsequent guidelines, and perhaps most prominently in “Guideline 19: Use Strategy to Isolate How Things Are Done”  and “Guideline 31: Use External Polymorphism for Nonintrusive Runtime Polymorphism” , I will tell the story of how to extract and separate virtual  functions in the form of, but not limited to, free functions.15",5295
Guideline 9 Pay Attention to the Ownership of Abstractions. The Dependency Inversion Principle,"In summary , function overloading is a powerful compile-time abstraction mechanism that you should not underestimate. In particular , generic programming heavily exploits this power . However , don’ t take this power too lightly: remember that just as with base classes and concepts, an overload set represents a set of semantic requirements and thus is subject to the LSP . The expected behavior of an overload set must be adhered to, or things will not work well. GUIDELINE 8: UNDERSTAND THE SEMANTIC REQUIREMENTS OF OVERLOAD SETS Be aware that function overloading is a compile-time abstraction mechanism. Keep in mind that there are expectations on the behavior of functions within an overload set. Pay attention to existing names and conventions. Guideline 9: Pay Attention to the Ownership of Abstractions As stated in “Guideline 2: Design for Change” , change is the one constant in software development. Y our software should be prepared for change. One of the essential ingredients for dealing with change is the introduction of abstractions (see also “Guideline 6: Adhere to the Expected Behavior of Abstractions” ). Abstractions help reduce dependencies and thus make it easier to change details in isolation. However , there is more to introducing abstractions than just adding base classes or templates. The Dependency Inversion Principle The need for abstractions is also expressed by Robert Martin:16 The most flexible systems ar e those in which sour ce code dependencies refer only to abstractions, not to concr etions. This piece of wisdom is commonly known as the Dependency Inversion Principle (DIP), which is the fifth of the SOLID principles. Simply stated, it advises that for the sake of dependencies, you should depend on abstractions instead of concrete types or implementation details. Note that this statement doesn’ t say anything about inheritance hierarchies but only mentions abstractions in general. Let’s take a look at the situation illustrated in Figure 2-1 . Imagine you are implementing the logic for an automated teller machine (A TM). An A TM provides several kinds of operations: you can withdraw money , deposit money , and transfer money . Since all of these operations deal with real money , they should either run to full completion or , in case of any kind of error , be aborted and all changes rolled back. This kind of behavior (either 100 percent success or a complete rollback) is what we commonly call a transaction . Consequently , we can introduce an abstraction named Transaction. All abstractions ( Deposit, Withdrawal, and Transfer) inherit from the Transaction class (depicted by the UML inheritance arrow).17 Figur e 2-1. Initial str ong dependency r elationship between several transactions and a UI All transactions are in need of input data entered by a bank customer via the user interface.  This user interface is provided by the UI class, which provides many dif ferent functions to query for the entered data: requestDepositAmount(), request WithdrawalAmount(), requestTransferAmount(), informInsufficientFunds(), and potentially more functions. All three abstractions directly call these functions whenever they need information. This relationship is depicted by the little solid arrow , which indicates that the abstractions depend on the UI class. While this setup may work for some time, your trained eye might have already spotted a potential problem: what happens if something changes? For instance, what happens if a new transaction is added to the system? Let’s assume that we must add a SpeedTransfer transaction for VIP customers. This might require us to change and extend the UI class with a couple of new functions (for instance, requestSpeedTransferAmount() and requestVIPNumber()). That, in turn, also af fects all of the other transactions, since they directly depend on the UI class. In the best case, these transactions simply have to be recompiled and retested (still, this takes time.); in the worst case, they might have to be redeployed in case they are delivered in separate shared libraries. The underlying reason for all of that extra ef fort is a broken architecture. All transactions indirectly depend on one another via the concrete dependency on the UI class. And that is a very unfortunate situation from an architectural point of view: the transaction classes reside at the high level of our architecture, while the UI class resides at the low level. In this example, the high level depends on the low level. And that is just wrong: in a proper architecture, this dependency should be inverted. All transactions indirectly depend on one another due to the dependency on the UI class. Furthermore, the high level of our architecture depends on the low level. This is a pretty unfortunate situation indeed, a situation that we should resolve properly . “But that’ s simple.” you say . “We just introduce an18 abstraction.” That’ s exactly what Robert Martin expressed in his statement: we need to introduce an abstraction in order not to depend on the concrete implementation in the UI class. However , a single abstraction wouldn’ t solve the problem. The three kinds of transactions would still be indirectly coupled. No, as Figure 2-2 illustrates, we need three abstractions: one for each transaction.19 Figur e 2-2. The r elaxed dependency r elationship between several transactions and a UI By introducing the DepositUI, WithdrawalUI, and TransferUI classes, we’ve broken the dependency among the three transactions. The three transactions are no longer dependent on the concrete UI class, but on a lightweight abstraction that represents only those operations that the relevant transaction truly requires. If we now introduce the SpeedTransfer transaction, we can also introduce the SpeedTransferUI abstraction, so none of the other transactions will be af fected by the changes introduced in the UI class. “Oh, yes, I get it. This way we have fulfilled three design principles.” You sound impressed. “W e’ve introduced an abstraction to cut the dependency on the implementation details of the user interface. That must be the DIP . And we’ve followed the ISP and removed the dependencies among the different transactions. And as a bonus, we have also nicely grouped the things that truly belong together . That’ s the SRP , right? That’ s amazing. Let’s celebrate.” Wait, wait, wait…Before you go of f to uncork your best bottle of champagne to celebrate solving this dependency problem, let’ s take a closer look at the problem. So yes, you are correct, we follow the ISP  by separating the concerns of the UI class. By segregating it into three client- specific interfaces, we’ve resolved the dependency situation among the three transactions. This is indeed the ISP . Very nice. Unfortunately , we haven’ t resolved our architectural problem yet, so no, we do not follow the DIP (yet). But I get the misunderstanding: it does appear as if we have inverted the dependencies. Figure 2-3  shows that we have really introduced an inversion of dependencies: instead of depending on the concrete UI class, we now depend on abstractions. Figur e 2-3. The local inversion of dependencies by intr oduction of thr ee abstract UI classes However , what  we have introduced is a local  inversion of dependencies. Yes, a local inversion only , not a global inversion. From an architectural point of view , we still have a dependency from the high level (our transaction classes) to the low level (our UI functionality). So no, it is not enough to just introduce an abstraction. It’ s also important to consider wher e to introduce the abstraction. Robert Martin expressed this with the following two points: 1. High-level modules should not depend on low-level modules. Both should depend on abstractions. 2. Abstractions should not depend on details. Details should depend on abstractions . The first point clearly expresses an essential property of an architecture: the high level, i.e., the stable part(s) of our software, should not depend on the low level, i.e., the implementation details. That dependency should be inverted, meaning that the low level should depend on the high level. Luckily , the second point gives us an idea how to achieve that: we assign the three abstractions to the high level. Figure 2-4  illustrates the dependencies when we consider abstractions part of the high level.20",8396
Dependency Inversion in a Plug-In Architecture,"Figur e 2-4. Inversion of dependencies by assigning the abstractions to the high level By assigning the abstractions to the high level and by making the high level the owner of the abstractions, we truly follow the DIP: all arrows now run from the low level to the high level. Now we do have a proper architecture. “Wait a second.” Y ou look a little confused. “That’ s it? All we need is to perform a mental shift of the architectural boundary?” W ell, it may very well be more than just a mental shift. This may result in moving the dependent header files for the UI classes from one module to another and also completely rearranging the dependent include statements. It’ s not just a mental shift—it is a reassignment of ownership. “But now we no longer group the things that belong together ,” you ar gue. “The user interface functionality is now spread across both levels. Isn’ t that a violation of the SRP?” No, it isn’ t. On the contrary , only after assigning the abstractions to the high level do we now properly follow the SRP . It’s not the UI classes that belong together; it’ s the transaction classes and the dependent UI abstractions that should be grouped together . Only in this way can we steer the dependency in the right direction; only in this way do we have an architecture. Thus, for a proper dependency inversion, the abstraction must  be owned by the high level. Dependency Inversion in a Plug-In Architecture Perhaps  this fact makes more sense if we consider the situation depicted in Figure 2-5 . Imagine you have created the next-generation text editor . The core of this new text editor is represented by the Editor class on the lefthand side. T o ensure that this text editor will be successful, you want to make sure that the fan community can participate in the development. Therefore, one vital ingredient for your success is the ability of the community to add new functionality in the form of plug-ins. However , the initial setting is pretty flawed from an architectural point of view and will hardly satisfy your fan community: the Editor directly depends on the concrete VimMode Plu gin class. Since the Editor class is part of the high level of the architecture, which you should consider as your own realm, the VimMode Plugin is part of the low level of the architecture, which is the realm of your fan community . Since the Editor directly depends on the VimMode Plu gin, and because that essentially means that your community can define their interfaces as they please, you would have to change the editor for every new plug-in. As much as you love to work on your brainchild, there’ s only so much time you can devote to adapting to different kinds of plug-ins. Unfortunately , your fan community will soon be disappointed and move on to another text editor . Figur e 2-5. Broken plug-in ar chitectur e: the high-level Editor class depends on the low-level VimModePlugin class Of course, that shouldn’ t happen. In the given Editor example, it certainly isn’t a good idea to make the Editor class depend on all the concrete plug- ins. Instead, you should reach for an abstraction, for instance, in the form of a Plugin base class. The Plugin class now represents the abstraction for all kinds of plug-ins. However , it doesn’ t make sense to introduce the abstraction in the low level of the architecture (see Figure 2-6 ). Your Editor would still depend on the whims of your fan community . Figur e 2-6. Broken plug-in ar chitectur e: the high-level Editor class depends on the low-level Plugin class This misdirected dependency also becomes apparent when looking at the source code: //---- <thirdparty/Plugin.h> ----------------    class Plugin { /*...*/ };  // Defines the requirements for plugins      //---- <thirdparty/VimModePlugin.h> ----------------    #include <thirdparty/Plugin.h>    class VimModePlugin : public Plugin { /*...*/ };      //---- <yourcode/Editor.h> ----------------    #include <thirdparty/Plugin.h>  // Wrong direction of dependencies.    class Editor { /*...*/ }; The only way to build a proper plug-in architecture is to assign the abstraction to the high level. The abstraction must  belong to you, not to your fan community . Figure 2-7  demonstrates that this resolves the architectural dependency and frees your Editor class from the dependencies on plug-ins. This resolves both the DIP , because the dependency is properly inverted, and the SRP , because the abstraction belongs to the high level. Figur e 2-7. Corr ect plug-in ar chitectur e: the low-level VimModePlugin class depends on the high- level Plugin class A look at the source code reveals that the direction of dependencies has been fixed: the VimModePlugin depends on your code, and not vice versa: //---- <yourcode/Plugin.h> ----------------    class Plugin { /*...*/ };  // Defines the requirements for plugins      //---- <yourcode/Editor.h> ----------------    #include <yourcode/Plugin.h>    class Editor { /*...*/ };      //---- <thirdparty/VimModePlugin.h> ----------------",5025
Dependency Inversion via Overload Sets,"#include <yourcode/Plugin.h>  // Correct direction of dependencies    class VimModePlugin : public Plugin { /*...*/ }; Again, to get a proper dependency inversion, the abstraction must be owned by the high level. In this context, the Plugin class represents the set of requirements that needs to be fulfilled by all plug-ins (see again “Guideline 6: Adhere to the Expected Behavior of Abstractions” ). The Editor defines and thus owns these requirements. It doesn’ t depend on them. Instead, the different plug-ins depend on the requirements. That is dependency inversion. Hence, the DIP is not just about the introduction of an abstraction but also about the ownership of that abstraction. Dependency Inversion via T emplates So far I might have given you the impression that the DIP is concerned with only inheritance hierarchies and base classes. However , dependency inversion is also achieved with templates. In that context, however , the question of ownership is resolved automatically . As an example, let’ s consider the std::copy_if() algorithm: template< typename InputIt, typename OutputIt, typename UnaryPredicate >  OutputIt copy_if( InputIt first, InputIt last, OutputIt d_first,                    UnaryPredicate pred ); This copy_if() algorithm also adheres to the DIP . The dependency inversion is achieved with the concepts InputIt, OutputIt, and UnaryPredicate. These three concepts represent the requirements on the passed iterators and predicates that need to be fulfilled by calling code. By specifying these requirements through concepts, i.e., by owning these concepts, std::copy_if() makes other code depend on itself and does not itself depend on other code. This dependency structure is depicted in Figure 2-8 : both containers and predicates depend on the requirements expressed by the corresponding algorithm. Thus, if we consider the architecture within the Standard Library , then std::copy_if() is part of the high level of the architecture, and containers and predicates (function objects, lambdas, etc.) are part of the low level of the architecture. Figur e 2-8. Dependency structur e of the STL algorithms Dependency Inversion via Overload Sets Inheritance hierarchies  and concepts are not the only means to invert dependencies. Any kind of abstraction is able to do so. Therefore, it shouldn’ t come as a surprise that overload sets also enable you to follow the DIP. As you have seen in “Guideline 8: Understand the Semantic Requirements of Overload Sets” , overload sets represent an abstraction and, as such, a set of semantic requirements and expectations. In comparison to base classes and concepts, though, there is unfortunately no code that explicitly describes the requirements. But if these requirements are owned by a higher level in your architecture, you can achieve dependency inversion. Consider , for instance, the following Widget class template: //---- <Widget.h> ----------------    #include <utility>    template< typename T >  struct Widget  {     T value;  };    template< typename T >  void swap( Widget<T>& lhs, Widget<T>& rhs )  {     using std::swap;     swap( lhs.value, rhs.value );  } Widget owns a data member of an unknown type T. Despite the fact that T is unknown, it is possible to implement a custom swap() function for Widget by building on the semantic expectations of the swap() function. This implementation works, as long as the swap() function for T adheres to all expectations for swap() and follows the LSP: #include <Widget.h>  #include <assert>  #include <cstdlib>  #include <string>    int main()  {     Widget<std::string> w1{ \""Hello\"" };     Widget<std::string> w2{ \""World\"" };       swap( w1, w2 );       assert( w1.value == \""World\"" );     assert( w2.value == \""Hello\"" );       return EXIT_SUCCESS;  } In consequence, the Widget swap() function itself follows the expectations and adds to the overload set, similar to what a derived class would do. The dependency structure for the swap() overload set is shown in Figure 2-9 . Since the requirements, or the expectations, for the overload set are part of21",4099
Guideline 10 Consider Creating an Architectural Document,"the high level of the architecture, and since any implementation of swap() depends on these expectations, the dependency runs from the low level toward the high level. The dependency is therefore properly inverted. Figur e 2-9. Dependency structur e of the swap() overload set Dependency Inversion Principle V ersus Single- Responsibility Principle As we have seen, the DIP is fulfilled by properly assigning ownership and by properly grouping the things that truly belong. From that perspective, it sounds plausible to consider the DIP as just another special case of the SRP (similar to the ISP). However , hopefully you see that the DIP is more than that. As the DIP , in contrast to the SRP , is very much concerned with the architectural point of view , I consider it a vital piece of advice to build proper global dependency structures. To summarize, in order to build a proper architecture with a proper dependency structure, it’ s essential to pay attention to the ownership of abstractions. Since abstractions represent requirements on the implementations, they should be part of the high level to steer all dependencies toward the high level. GUIDELINE 9: PAY ATTENTION TO THE OWNERSHIP OF ABSTRACTIONS Keep in mind that in a proper architecture, low-level implementation details depend on high-level abstractions. Adhere to the Dependency Inversion Principle (DIP), and assign abstractions to the high level of an architecture. Make sure abstractions are owned  by the high level, not by the low level. Guideline 10: Consider Creating an Architectural Document Let’s chat a little about your architecture. Let me start with a very simple question: do you have an architectural document? Any plan or description that summarizes the major points and fundamental decisions of your architecture and that shows the high levels, the low levels, and the dependencies between them? If your answer is yes, then you’re free to skip this guideline and continue with the next one. If your answer is no, however , then let me ask a few follow-up questions. Do you have a Continuous Integration  (CI) environment? Do you use automated tests? Do you apply static code analysis tools? All yes? Good, there’ s still hope. The only remaining question is: why don’ t you have an architectural document? “Oh, come on, don’ t turn a mosquito into an elephant. A missing architectural document is not the end of the world. After all, we are Agile, we can change things quickly.” Imagine my completely blank expression, followed by a long sigh. W ell, honestly , I was afraid this would be your explanation. It’ s unfortunately what I hear far too often. There may be a misunderstanding: the ability to quickly change things is not the point of an Agile methodology . Sadly , I also have to tell you that your answer doesn’ t make any sense. Y ou could just as well have answered with “After all, we like chocolate.” or “After all, we wear carrots around our necks.” T o explain what I mean, I will quickly summarize the point of the Agile methodology and then subsequently explain why you should invest in an architectural document. The expectation that Agile methods help to change things quickly is pretty widespread. However , as several authors in the recent past have clarified, the major , and probably only , point of the Agile methodology is to get quick feedback. In Agile methods, the entire software development process is built around it: quick feedback due to business practices (such as planning, small releases, and acceptance tests), quick feedback due to team practices (e.g., collective ownership, CI, and stand-up meetings), and quick feedback due to technical practices (such as test-driven development, refactoring, and pair programming).",3748
Guideline 10 Consider Creating an Architectural Document,"However , contrary to popular belief, the quick feedback does not mean that you can change your software quickly and easily . Though quick feedback is, of course, key to quickly knowing that something has to be done, you gain the ability to quickly change your software only with good software design and architecture. These two save you the Herculean ef fort to change things; quick feedback only tells you something is broken. “OK, you’re right. I get your point—it is important to pay attention to good software design and architecture. But what’ s the point of an architectural document?” I’m glad we agree. And that is an excellent question. I see we are making progress. T o explain the purpose of an architectural document, let me give you another definition of architecture: In most successful softwar e projects, the expert developers working on that pr oject have a shar ed understanding of the system design. This shared understanding is called ‘ar chitectur e.’ —Ralph Johnson22 23 Ralph Johnson describes architectur e as the shared understanding of a codebase—the global vision. Let’ s assume that there is no architectural document, nothing that summarizes the global picture—the global vision of your codebase. Let’ s also assume that you believe you have a very clear idea of the architecture of your codebase. Then here are a few more questions: how many developers are on your team? Are you certain that all of these developers are familiar with the architecture in your head? Are you certain that all of them share the same vision? Are you certain that they all help you move forward in the same dir ection ? If your answers are yes, then you might not have gotten the point yet. It is fairly certain that every developer has dif ferent experiences and a slightly different terminology . It is also fairly certain that every developer sees the code dif ferently and has a slightly dif ferent idea of the current architecture. And this slightly dif ferent view of the current state of af fairs may lead to a slightly dif ferent vision for the future. While this might not be immediately evident over a short period of time, there is a good chance that surprises will happen in the long run. Misunderstandings. Misinterpretations. This is exactly the point of an architectural document: one common document that unifies the ideas, visions, and essential decisions in one place; helps maintain and communicate the state of the architecture; and helps avoid any misunderstandings. This document also preserves ideas, visions, and decisions. Imagine that one of your leading software architects, one of the brains behind the architecture of your codebase, leaves the or ganization. W ithout a document with the fundamental decisions, this loss of manpower will also cause a loss of essential information about your codebase. As a consequence, you will lose consistency in the vision of your architecture and also, more importantly , some confidence to adapt or change architectural decisions. No new hire will ever be able to replace that knowledge and experience, and no one will be able to extract all that information from the code. Thus, the code will become more rigid, more “legacy .” This promotes decisions to rewrite large parts of the code, with questionable outcomes, as the new code will initially lack a lot of the wisdom of the old code.",3366
Guideline 10 Consider Creating an Architectural Document,"Thus, without an architectural document, your long-term success is at stake. The value in such an architectural document becomes obvious if we take a look at how seriously architecture is taken at construction sites. Construction is not even going to start without a plan. A plan that everyone agrees to. Or let’ s imagine what would happen if there was no plan: “Hey , I said the garage should be to the left of the house.” “But I built it to the left of the house.” “Y es, but I meant my left, not your left.” This is exactly the kind of problem that can be avoided by investing time in an architectural document. “Y es, yes, you’re right,” you admit, “but such a document is soooo  much work. And all of this information is in the code anyway . It adapts with the code, while the document goes out of date soooo quickly.” W ell, not if you’re doing it properly . An architectural document shouldn’ t go out of date quickly because it should primarily reflect the big picture of your codebase. It shouldn’ t contain the little details that indeed can change very often; instead, it should contain the overall structure, the connections between key players, and the major technological decisions. All these things are not expected to change (although we all agree that “not expected to change” doesn’ t mean that they won’ t change; after all, software is expected to change). And yes, you are correct: these details are, of course, also part of the code. After all, the code contains all the details and thus can be said to represent the ultimate truth. However , it doesn’ t help if the information is not easy to come by , is hidden from plain sight, and requires an archaeological ef fort to extract. I am also aware that, in the beginning, the endeavor to create an architectural document does sound like a lot of work. An enormous amount of work. All I can do is encourage you to get started somehow . Initially , you do not have to document your architecture in all its glory , but maybe you start with only the most fundamental structural decisions. Some tools can already use this information to compare your assumed architectural state and its actual state. Over time, more and more architectural information can be added, documented, and maybe even tested by tools, which leads to24 25 more and more commonly available, established wisdom for your entire team. “But how do I keep this document up to date?” you ask. Of course, you’ll have to maintain this document, integrate new decisions, update old decisions, etc. However , since this document should only contain information about the aspects that do not often change, there should be no need to constantly touch and refactor it. It should be enough to schedule a short meeting of the senior developers every one or two weeks to discuss if and how the architecture has evolved. Thus, it is hard to imagine this document becoming a bottleneck in the development process. In this regard, consider  this document a bank deposit safe: it is invaluable to have all of the accumulated decisions of the past when you need them and to keep the information secure, but you wouldn’ t open it every single day .",3167
Guideline 10 Consider Creating an Architectural Document,"In summary , the benefits of having an architectural document by far outweigh the risks and ef forts. The architectural document should be considered an essential part of any project and an integral part of the maintenance and communication ef forts. It should be considered equally important as a CI environment or automated tests. GUIDELINE 10: CONSIDER CREATING AN ARCHITECTURAL DOCUMENT Understand that an architectural document serves the purpose of maintaining and communicating the current state of the architecture. Use tools to support and help you test the current state of your architecture against the expected state. 1 In one of my training classes several years ago, I was “gently” reminded that from a mathematical perspective, a square is not a rectangle but a rhombus. My knees still shake when I think about that lecture. Therefore, I specifically say “appears to be” instead of “is” to denote the naive impression that unaware people like me might have had. 2 Not mathematically , but in this implementation. 3 The LSP was first introduced by Barbara Liskov in the paper “Data Abstraction and Hierarchy”  in 1988. In 1994, it was reformulated in the paper “A Behavioral Notion of Subtyping”  by Barbara Liskov and Jeannette W ing. For her work, Barbara Liskov received the Turing A ward in 2008. 4 If you have a strong opinion about a square being a rhombus, please for give me. 5 And yet, in a suf ficiently lar ge codebase, there’ s a good chance that you’ll find at least one example of this kind of malpractice. In my experience, it’ s often the result of too little time to rethink and adapt the abstraction . 6 This is indeed a very often discussed topic. Y ou’ll find a very good summary of this in foonathan’ s blog . 7 In C++20, std::copy() is finally constexpr but does not yet use the std::input_iterator and std::output_iterator concepts. It is still based on the formal description of input and output iterators; see LegacyInputIterator  and LegacyOutputIterator . 8 And no, it wouldn’ t be a compile-time error , unfortunately . 9 The free begin() and end() functions are an example of the Adapter  design pattern; see “Guideline 24: Use Adapters to Standardize Interfaces”  for more details. 10 That is why range-based for loops build on the free begin() and end() functions. 1 1 Alexander Stepanov and Meng Lee, “The Standard T emplate Library” , October 1995. 12 Scott Meyers, Effective STL: 50 Specific W ays to Impr ove Y our Use of the Standar d Template Library  (Addison-W esley Professional, 2001). 13 Free functions are indeed a seriously valuable design tool. T o give one example of this, allow me to tell a short war story . You might know Martin Fowler ’s book Refactoring: Impr oving the Design of Existing Code  (Addison-W esley), which may be considered one of the classics for professional software development. The first edition of the book was published in 2012 and provided programming examples in Java. The second edition of the book was released in 2018, but interestingly rewritten with JavaScript.",3055
Guideline 10 Consider Creating an Architectural Document,"One of the reasons for that choice was the fact that any language having a C-like syntax was considered easier to digest for a majority of readers. However , another important reason was the fact that JavaScript, unlike Java, provides free functions, which Martin Fowler considers a very important tool for decoupling and separating concerns. W ithout this feature, you would be limited in your flexibility to achieve the refactoring goal. 14 A great discussion of this can be found in episode 83 of Cpp.Chat , where Jon Kalb, Phil Nash, and Dave Abrahams discuss the lessons learned from C++ and how they were applied in the development of the Swift programming language. 15 As Kate Gregory would say , “Naming Is Hard: Let’ s Do Better .” This is the title of her highly recommended talk from CppCon 2019 . 16 Robert C. Martin, Clean Ar chitectur e (Addison-W esley , 2017). 17 This example is taken from Robert Martin’ s book Agile Softwar e Development: Principles, Patterns, and Practices  (Prentice Hall, 2002). Martin used this example to explain the Interface Segregation Principle (ISP), and for that reason, he didn’ t go into detail about the question of ownership of abstractions. I will try to fill this gap. 18 If you ar gue that the Transaction base class could be on an even higher level, you are correct. Y ou’ve earned yourself a bonus point. But for the remainder of the example we won’ t need this extra level, and therefore I will ignore it. 19 If you’re wondering about the two informInsufficientFunds() functions: yes, it is possible to implement both virtual functions (i.e., the one from the WithdrawalUI and the one from the TransferUI) by means of a single implementation in the UI class. Of course, this works well only as long as these two functions represent the same expectations and thus can be implemented as one. However , if they represent dif ferent expectations, then you’re facing a Siamese T win Pr oblem  (see Item 26 in Herb Sutter ’s More Exceptional C++: 40 New Engineering Puzzles, Pr ogramming Pr oblems, and Solutions  (Addison-W esley). For our example, let’ s assume that we can deal with these two virtual functions the easy way . 20 Martin, Clean Ar chitectur e. 21 I know what you’re thinking. However , it was just a matter of time until you encountered a “Hello W orld” example. 22 The point is, for instance, made by Robert C. Martin, one of the signees of the Agile manifesto, in his book Clean Agile: Back to Basics  (Pearson). A second good summary is given by Bertrand Meyer in Agile. The Good, the Hype and the Ugly  (Springer). Finally , you can also consult the second edition of James Shore’ s book The Art of Agile Development (O’Reilly). A good talk on the misuse of the term Agile  is Dave Thomas’ s “Agile Is Dead” presentation  from GOT O 2015. 23 Quoted in Martin Fowler , “Who Needs an Architect?” IEEE Softwar e 20, no. 5 (2003), 1 1–13, https://doi.or g/10.1 109/MS.2003.1231 144. 24 Joel Spolsky , whom you may know as the author of the Joel on Softwar e blog , and also as one of the creators of Stack Overflow , named the decision to rewrite a lar ge piece of code from scratch “the single worst strategic mistake that any company can make” . 25 One possible tool for this purpose is the Axivion Suite . You start by defining architectural boundaries between your modules, which can be used by the tool to check if the architectural dependencies are upheld. Another tool with such capabilities is the Sparx Systems Enterprise Architect .",3511
Guideline 11 Understand the Purpose of Design Patterns,"Chapter 3. The Purpose of Design Patterns Visitor , Strategy , Decorator . These  are all names of design patterns that we’ll deal with in the upcoming chapters. However , before taking a detailed look at each of these design patterns, I should give you an idea about the general purpose of a design pattern. Thus in this chapter , we will first take a look at the fundamental properties of design patterns, why you would want to know about them and use them. In “Guideline 1: Understand the Importance of Software Design ”, I already used the term design pattern  and explained on which level of software development you use them. However , I have not yet explained in detail what a design pattern is. That will be the topic of “Guideline 1 1: Understand the Purpose of Design Patterns” : you will understand that a design pattern has a name that expresses an intent, introduces an abstraction that helps to decouple software entities, and has been proven over the years. In “Guideline 12: Beware of Design Pattern Misconceptions” , I will focus on several misconceptions about design patterns and explain what a design pattern is not . I will try to convince you that design patterns are not about implementation details and do not represent language-specific solutions to common problems. I will also do my best to show you that they are not limited to object-oriented programming nor to dynamic polymorphism. In “Guideline 13: Design Patterns Are Everywhere” , I will demonstrate that it’s hard to avoid design patterns. They are everywhere. Y ou will realize that the C++ Standard Library in particular is full of design patterns and makes good use of their strengths. In “Guideline 14: Use a Design Pattern’ s Name to Communicate Intent” , I will make the point that part of the strength of a design pattern is the ability to communicate intent by using its name. Thus I will show you how much",1899
